#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: player.png (420 x 420)
# $TexturePacker:SmartUpdate:db199135a698d2c1a5fb5c640530408e:b875dad8615ff1f11968c4d1f6d25269:9737b531dacbe564437fd279663e8b68$
#

death_0;0;50;301;52;75;205;205;0.8365384615384616;0.5533333333333333
death_1;0;274;177;60;70;205;205;0.7416666666666667;0.8642857142857143
death_2;0;0;102;72;60;205;205;0.6041666666666666;1.1916666666666667
death_3;0;163;316;66;74;205;205;0.6893939393939394;0.7364864864864865
death_4;0;102;311;61;73;205;205;0.8442622950819673;-0.19863013698630136
death_5;0;0;0;77;44;205;205;0.6428571428571429;-0.375
death_6;0;165;51;80;56;205;205;0.59375;-0.6160714285714286
death_7;0;210;0;80;51;205;205;0.59375;-0.7156862745098039
death_8;0;245;53;72;56;205;205;0.5902777777777778;-0.6160714285714286
death_9;0;72;103;72;60;205;205;0.5902777777777778;-0.5916666666666667
fall_0;0;375;262;38;75;205;205;0.618421052631579;-0.02
fall_1;0;271;247;54;71;205;205;0.5277777777777778;-0.06338028169014084
fall_2;0;200;109;55;67;205;205;0.4818181818181818;-0.11194029850746269
fall_3;0;0;162;56;68;205;205;0.45535714285714285;-0.13970588235294118
fall_4;0;365;124;55;68;205;205;0.44545454545454544;-0.15441176470588236
hit_0;0;337;337;71;83;205;205;0.5422535211267606;0.0783132530120482
hit_1;0;229;318;64;76;205;205;0.5234375;-0.006578947368421052
hit_2;0;334;192;56;70;205;205;0.49107142857142855;-0.09285714285714286
idle_0;0;216;245;55;71;205;205;0.5;-0.07746478873239436
idle_1;0;0;230;55;70;205;205;0.5;-0.09285714285714286
idle_2;0;56;163;56;68;205;205;0.49107142857142855;-0.125
idle_3;0;144;107;56;66;205;205;0.49107142857142855;-0.1590909090909091
idle_4;0;112;173;56;68;205;205;0.49107142857142855;-0.125
idle_5;0;55;231;55;70;205;205;0.5;-0.09285714285714286
jumpEnd_0;0;77;0;75;48;205;205;0.44666666666666666;-0.59375
jumpEnd_1;0;349;0;59;54;205;205;0.4491525423728814;-0.4166666666666667
jumpEnd_2;0;368;54;40;70;205;205;0.4875;-0.09285714285714286
jumpStart_0;0;290;0;59;53;205;205;0.4152542372881356;-0.44339622641509435
jumpStart_1;0;293;333;44;78;205;205;0.6704545454545454;0.019230769230769232
roll_0;0;0;44;55;54;205;205;0.44545454545454544;-0.4166666666666667
roll_1;0;152;0;58;49;205;205;0.4051724137931034;-0.5816326530612245
roll_2;0;55;48;55;54;205;205;0.5545454545454546;-0.6388888888888888
roll_3;0;317;54;51;56;205;205;0.5392156862745098;-0.38392857142857145
roll_4;0;110;49;55;54;205;205;0.5;-0.19444444444444445
walk_0;0;325;262;50;71;205;205;0.45;-0.07746478873239436
walk_1;0;168;176;53;69;205;205;0.46226415094339623;-0.050724637681159424
walk_2;0;255;109;55;67;205;205;0.5;-0.03731343283582089
walk_3;0;221;176;53;69;205;205;0.5377358490566038;-0.050724637681159424
walk_4;0;0;300;50;71;205;205;0.55;-0.07746478873239436
walk_5;0;110;241;53;70;205;205;0.5377358490566038;-0.05
walk_6;0;310;110;55;67;205;205;0.5;-0.03731343283582089
walk_7;0;163;245;53;70;205;205;0.46226415094339623;-0.03571428571428571
